序号,系统时间,时间标识,CAN通道,传输方向,ID号,帧类型,帧格式,长度,数据
56408,="16:32:44.566",0x109063C,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
56409,="16:32:44.566",0x109063D,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 88 00 00 00 
56410,="16:32:44.566",0x109063E,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
56411,="16:32:44.566",0x109063F,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
56412,="16:32:44.566",0x1090640,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
56413,="16:32:44.566",0x1090641,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
56414,="16:32:44.566",0x1090643,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
56415,="16:32:44.566",0x1090645,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 08 00 00 00 18 02 00 00 
56416,="16:32:44.566",0x1090646,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
56417,="16:32:44.566",0x1090647,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 DB 00 
56418,="16:32:44.566",0x1090648,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 87 00 
56419,="16:32:44.566",0x1090651,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
56420,="16:32:44.566",0x1090652,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 FB FF 00 00 
56421,="16:32:44.566",0x1090654,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 80 00 
56422,="16:32:44.566",0x1090655,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
56423,="16:32:44.566",0x1090656,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| B9 FF FF FF 18 02 00 00 
56424,="16:32:44.566",0x1090657,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 D0 00 
56425,="16:32:44.566",0x1090658,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
56426,="16:32:44.566",0x109065A,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
56427,="16:32:44.566",0x109065B,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 88 00 00 00 
56428,="16:32:44.566",0x109065C,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
56429,="16:32:44.566",0x109065D,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
56430,="16:32:44.566",0x109065E,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
56431,="16:32:44.566",0x109065F,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
56432,="16:32:44.566",0x1090660,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 8C 00 
56433,="16:32:44.566",0x1090661,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 24 12 00 00 18 02 00 00 
56434,="16:32:44.566",0x1090663,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 0E 04 00 00 18 02 00 00 
56435,="16:32:44.566",0x1090664,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 E4 00 
56436,="16:32:44.566",0x1090665,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
56437,="16:32:44.566",0x109066F,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
56438,="16:32:44.566",0x1090670,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 FB FF 00 00 
56439,="16:32:44.566",0x1090671,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
56440,="16:32:44.566",0x1090673,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
56441,="16:32:44.566",0x1090674,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 8D 00 
56442,="16:32:44.566",0x1090675,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 91 02 00 00 18 02 00 00 
56443,="16:32:44.566",0x1090676,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
56444,="16:32:44.566",0x1090677,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 E5 00 
56445,="16:32:44.566",0x1090679,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
56446,="16:32:44.566",0x109067A,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 88 00 00 00 
56447,="16:32:44.566",0x109067B,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
56448,="16:32:44.566",0x109067C,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
56449,="16:32:44.566",0x109067D,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
56450,="16:32:44.566",0x109067F,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 24 12 00 00 18 02 00 00 
56451,="16:32:44.566",0x1090680,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 83 00 
56452,="16:32:44.566",0x1090681,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| FA 00 00 00 18 02 00 00 
56453,="16:32:44.566",0x1090682,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 D5 00 
56454,="16:32:44.566",0x1090683,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
56455,="16:32:44.566",0x109068D,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
56456,="16:32:44.566",0x109068E,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 FB FF 00 00 
56457,="16:32:44.566",0x109068F,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
56458,="16:32:44.566",0x1090691,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 3E FE FF FF 18 02 00 00 
56459,="16:32:44.566",0x1090692,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 89 00 
56460,="16:32:44.566",0x1090693,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 DF 00 
56461,="16:32:44.566",0x1090694,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
56462,="16:32:44.566",0x1090695,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
56463,="16:32:44.566",0x1090697,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 88 00 00 00 
56464,="16:32:44.566",0x1090698,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
56465,="16:32:44.566",0x1090698,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
56466,="16:32:44.566",0x109069A,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
56467,="16:32:44.566",0x109069B,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
56468,="16:32:44.566",0x109069C,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
56469,="16:32:44.566",0x109069D,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 3E FF FF FF 18 02 00 00 
56470,="16:32:44.566",0x109069F,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 D0 00 
56471,="16:32:44.566",0x10906A0,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 80 00 
56472,="16:32:44.566",0x10906A1,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
56473,="16:32:44.566",0x10906AB,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
56474,="16:32:44.566",0x10906AC,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 FC FF 00 00 
56475,="16:32:44.566",0x10906AD,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
56476,="16:32:44.566",0x10906AF,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 87 00 
56477,="16:32:44.566",0x10906B0,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 DB 00 
56478,="16:32:44.566",0x10906B1,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 9F 05 00 00 18 02 00 00 
56479,="16:32:44.566",0x10906B2,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 24 12 00 00 18 02 00 00 
56480,="16:32:44.566",0x10906B3,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
56481,="16:32:44.566",0x10906B5,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 88 00 00 00 
56482,="16:32:44.566",0x10906B6,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
56483,="16:32:44.566",0x10906B7,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
56484,="16:32:44.566",0x10906B8,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
56485,="16:32:44.566",0x10906B9,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
56486,="16:32:44.566",0x10906BC,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
56487,="16:32:44.566",0x10906BD,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 41 FA FF FF 18 02 00 00 
56488,="16:32:44.566",0x10906BE,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
56489,="16:32:44.566",0x10906BF,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 CC 00 
56490,="16:32:44.566",0x10906C1,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 7E 00 
56491,="16:32:44.566",0x10906C9,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
56492,="16:32:44.566",0x10906CA,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 FC FF 00 00 
56493,="16:32:44.566",0x10906CB,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
56494,="16:32:44.566",0x10906CC,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 93 00 
56495,="16:32:44.566",0x10906CE,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 24 12 00 00 18 02 00 00 
56496,="16:32:44.566",0x10906CF,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 95 04 00 00 18 02 00 00 
56497,="16:32:44.566",0x10906D0,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 EF 00 
56498,="16:32:44.566",0x10906D1,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
56499,="16:32:44.566",0x10906D3,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 88 00 00 00 
56500,="16:32:44.566",0x10906D4,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
56501,="16:32:44.566",0x10906D5,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
56502,="16:32:44.566",0x10906D6,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
56503,="16:32:44.566",0x10906D7,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
56504,="16:32:44.566",0x10906D9,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
56505,="16:32:44.566",0x10906DA,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 19 FE FF FF 18 02 00 00 
56506,="16:32:44.566",0x10906DC,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
56507,="16:32:44.566",0x10906DD,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 D6 00 
56508,="16:32:44.566",0x10906DE,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 84 00 
56509,="16:32:44.566",0x10906E7,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
56510,="16:32:44.566",0x10906E8,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 FC FF 00 00 
56511,="16:32:44.566",0x10906E9,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
56512,="16:32:44.566",0x10906EA,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
56513,="16:32:44.566",0x10906EC,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 82 00 
56514,="16:32:44.597",0x10906ED,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| B1 FD FF FF 18 02 00 00 
56515,="16:32:44.597",0x10906EE,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 D4 00 
56516,="16:32:44.597",0x10906EF,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
56517,="16:32:44.597",0x10906F1,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 88 00 00 00 
56518,="16:32:44.597",0x10906F2,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
56519,="16:32:44.597",0x10906F3,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
56520,="16:32:44.597",0x10906F4,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
56521,="16:32:44.597",0x10906F5,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
56522,="16:32:44.597",0x10906F7,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 25 12 00 00 18 02 00 00 
56523,="16:32:44.597",0x10906F8,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| C9 FF FF FF 18 02 00 00 
56524,="16:32:44.597",0x10906F9,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
56525,="16:32:44.597",0x10906FA,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 F4 00 
56526,="16:32:44.597",0x10906FB,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 96 00 
56527,="16:32:44.597",0x1090705,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
56528,="16:32:44.597",0x1090706,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 FB FF 00 00 
56529,="16:32:44.597",0x1090707,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
56530,="16:32:44.597",0x1090708,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
56531,="16:32:44.597",0x109070A,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 8A 00 
56532,="16:32:44.597",0x109070B,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| DE FF FF FF 18 02 00 00 
56533,="16:32:44.597",0x109070C,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 E0 00 
56534,="16:32:44.597",0x109070D,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
56535,="16:32:44.597",0x109070F,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 88 00 00 00 
56536,="16:32:44.597",0x1090710,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
56537,="16:32:44.597",0x1090711,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
56538,="16:32:44.597",0x1090712,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
56539,="16:32:44.597",0x1090713,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
56540,="16:32:44.597",0x1090716,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
56541,="16:32:44.597",0x1090717,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 02 00 00 00 18 02 00 00 
56542,="16:32:44.597",0x1090719,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 90 00 
56543,="16:32:44.597",0x109071A,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 EA 00 
56544,="16:32:44.597",0x109071B,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
56545,="16:32:44.597",0x1090723,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
56546,="16:32:44.597",0x1090724,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 FB FF 00 00 
56547,="16:32:44.597",0x1090725,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 21 12 00 00 18 02 00 00 
56548,="16:32:44.597",0x1090726,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| A5 02 00 00 18 02 00 00 
56549,="16:32:44.597",0x1090728,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 81 00 
56550,="16:32:44.597",0x1090729,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 D1 00 
56551,="16:32:44.597",0x109072A,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
56552,="16:32:44.597",0x109072B,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
56553,="16:32:44.597",0x109072D,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 88 00 00 00 
56554,="16:32:44.597",0x109072E,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
56555,="16:32:44.597",0x109072E,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
56556,="16:32:44.597",0x1090730,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
56557,="16:32:44.597",0x1090731,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
56558,="16:32:44.597",0x1090732,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 24 12 00 00 18 02 00 00 
56559,="16:32:44.597",0x1090733,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 14 00 00 00 18 02 00 00 
56560,="16:32:44.597",0x1090734,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 DA 00 
56561,="16:32:44.597",0x1090736,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 86 00 
56562,="16:32:44.597",0x1090737,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
56563,="16:32:44.597",0x1090741,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
56564,="16:32:44.597",0x1090742,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 FB FF 00 00 
56565,="16:32:44.597",0x1090743,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
56566,="16:32:44.597",0x1090744,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 83 00 
56567,="16:32:44.597",0x1090746,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 D5 00 
56568,="16:32:44.597",0x1090747,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| B4 FF FF FF 18 02 00 00 
56569,="16:32:44.597",0x1090748,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
56570,="16:32:44.597",0x1090749,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
56571,="16:32:44.597",0x109074A,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 88 00 00 00 
56572,="16:32:44.597",0x109074C,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
56573,="16:32:44.597",0x109074D,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
56574,="16:32:44.597",0x109074E,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
56575,="16:32:44.597",0x109074F,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
56576,="16:32:44.597",0x1090751,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 24 12 00 00 18 02 00 00 
56577,="16:32:44.597",0x1090752,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| B0 03 00 00 18 02 00 00 
56578,="16:32:44.597",0x1090753,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
56579,="16:32:44.597",0x1090755,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 DA 00 
56580,="16:32:44.597",0x1090756,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 86 00 
56581,="16:32:44.597",0x109075E,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
56582,="16:32:44.597",0x1090760,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 FB FF 00 00 
56583,="16:32:44.597",0x1090761,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
56584,="16:32:44.597",0x1090762,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 8A 00 
56585,="16:32:44.597",0x1090764,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
56586,="16:32:44.597",0x1090765,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 8E FB FF FF 18 02 00 00 
56587,="16:32:44.597",0x1090766,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 E0 00 
56588,="16:32:44.597",0x1090767,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
56589,="16:32:44.597",0x1090768,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 88 00 00 00 
56590,="16:32:44.597",0x109076A,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
56591,="16:32:44.597",0x109076B,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
56592,="16:32:44.597",0x109076B,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
56593,="16:32:44.597",0x109076D,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
56594,="16:32:44.597",0x109076E,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
56595,="16:32:44.597",0x1090770,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 99 01 00 00 18 02 00 00 
56596,="16:32:44.597",0x1090771,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 86 00 
56597,="16:32:44.597",0x1090772,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 DA 00 
56598,="16:32:44.597",0x1090773,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
56599,="16:32:44.597",0x109077C,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
56600,="16:32:44.597",0x109077E,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 FB FF 00 00 
56601,="16:32:44.597",0x109077F,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
56602,="16:32:44.597",0x1090780,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
56603,="16:32:44.597",0x1090782,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 81 00 
56604,="16:32:44.597",0x1090783,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 02 FF FF FF 18 02 00 00 
56605,="16:32:44.597",0x1090784,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 D1 00 
56606,="16:32:44.597",0x1090785,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
56607,="16:32:44.597",0x1090786,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 88 00 00 00 
56608,="16:32:44.597",0x1090788,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
56609,="16:32:44.597",0x1090789,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
56610,="16:32:44.597",0x109078A,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
56611,="16:32:44.597",0x109078B,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
56612,="16:32:44.597",0x109078E,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 23 12 00 00 18 02 00 00 
56613,="16:32:44.597",0x1090790,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 08 00 00 00 18 02 00 00 
56614,="16:32:44.597",0x1090791,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
56615,="16:32:44.597",0x1090792,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 D5 00 
56616,="16:32:44.597",0x1090793,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 83 00 
56617,="16:32:44.597",0x109079A,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
56618,="16:32:44.597",0x109079C,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 FB FF 00 00 
56619,="16:32:44.597",0x109079D,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 24 12 00 00 18 02 00 00 
56620,="16:32:44.597",0x109079E,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 88 05 00 00 18 02 00 00 
56621,="16:32:44.597",0x109079F,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| 26 FC FF FF 37 02 90 00 
56622,="16:32:44.597",0x10907A1,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 EA 00 
56623,="16:32:44.597",0x10907A2,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
56624,="16:32:44.597",0x10907A3,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
56625,="16:32:44.597",0x10907A4,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 88 00 00 00 
